Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
SUCBZL	O-succinylbenzoate-CoA ligase	Cofactor and Prosthetic Group Biosynthesis	1.0 atp_c + 1.0 coa_c + 1.0 sucbz_c = 1.0 amp_c + 1.0 ppi_c + 1.0 sbzcoa_c	1.0 ATP C10H12N5O13P3 + 1.0 Coenzyme A + 1.0 O-Succinylbenzoate = 1.0 AMP C10H12N5O7P + 1.0 Diphosphate + 1.0 O-Succinylbenzoyl-CoA	1.0 CHEBI:15422 + 1.0 CHEBI:41631 + 1.0 CHEBI:44788 = 1.0 CHEBI:13736 + 1.0 CHEBI:45212 + 1.0 CHEBI:15509	{'atp', 'sbzcoa', 'coa', 'ppi', 'sucbz', 'amp'}	menE	P37353
CYSDDS	D-cysteine desulfhydrase	Cysteine Metabolism	1.0 cys__D_c + 1.0 h2o_c = 1.0 h2s_c + 1.0 nh4_c + 1.0 pyr_c	1.0 D-Cysteine + 1.0 H2O H2O = 1.0 Hydrogen sulfide + 1.0 Ammonium + 1.0 Pyruvate	1.0 CHEBI:41887 + 1.0 CHEBI:13352 = 1.0 CHEBI:14414 + 1.0 CHEBI:44284 + 1.0 CHEBI:26462	{'cys__D', 'nh4', 'h2s', 'h2o', 'pyr'}	dcyD	P76316
EX_g3ps_e	Glycerophosphoserine exchange	Extracellular exchange	1.0 g3ps_e = 	1.0 Glycerophosphoserine = 	1.0 CHEBI:64765 = 	{'g3ps'}	Unknown	Unknown
EX_peamn_e	Phenethylamine exchange	Extracellular exchange	1.0 peamn_e = 	1.0 Phenethylamine = 	1.0 CHEBI:8063 = 	{'peamn'}	Unknown	Unknown
EX_34dhpac_e	3,4-Dihydroxyphenylacetaldehyde exchange	Extracellular exchange	1.0 34dhpac_e = 	1.0 3,4-Dihydroxyphenylacetaldehyde = 	1.0 CHEBI:19888 = 	{'34dhpac'}	Unknown	Unknown
NTP1	Nucleoside-triphosphatase (ATP)	Biomass and maintenance functions	1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'adp', 'h2o', 'pi', 'h'}	hscC, rsgA	P77319, P39286
LALDO3	L-Lactaldehyde:NADP+ 1-oxidoreductase	Methylglyoxal Metabolism	1.0 h_c + 1.0 mthgxl_c + 1.0 nadph_c = 1.0 lald__L_c + 1.0 nadp_c	1.0 H+ + 1.0 Methylglyoxal + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced = 1.0 L-Lactaldehyde + 1.0 Nicotinamide adenine dinucleotide phosphate	1.0 CHEBI:5584 + 1.0 CHEBI:14599 + 1.0 CHEBI:16474 = 1.0 CHEBI:11064 + 1.0 CHEBI:29868	{'lald__L', 'nadp', 'nadph', 'mthgxl', 'h'}	Unknown	Unknown
NTP10	Nucleoside-triphosphatase (ITP)	Nucleotide Salvage Pathway	1.0 h2o_c + 1.0 itp_c = 1.0 h_c + 1.0 idp_c + 1.0 pi_c	1.0 H2O H2O + 1.0 ITP C10H11N4O14P3 = 1.0 H+ + 1.0 IDP C10H11N4O11P2 + 1.0 Phosphate	1.0 CHEBI:13352 + 1.0 CHEBI:43508 = 1.0 CHEBI:5584 + 1.0 CHEBI:17808 + 1.0 CHEBI:26078	{'h2o', 'idp', 'pi', 'itp', 'h'}	rsgA, yjjX	P39286, P39411
PRAIS	Phosphoribosylaminoimidazole synthase	Purine and Pyrimidine Biosynthesis	1.0 atp_c + 1.0 fpram_c = 1.0 adp_c + 1.0 air_c + 2.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine = 1.0 ADP C10H12N5O10P2 + 1.0 5-amino-1-(5-phospho-D-ribosyl)imidazole + 2.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:18413 = 1.0 CHEBI:2342 + 1.0 CHEBI:28843 + 2.0 CHEBI:5584 + 1.0 CHEBI:26078	{'air', 'atp', 'adp', 'pi', 'fpram', 'h'}	purM	P08178
GDMANE	GDP-4-dehydro-6-deoxy-D-mannose epimerase	Cell Envelope Biosynthesis	1.0 gdpddman_c = 1.0 gdpofuc_c	1.0 GDP-4-dehydro-6-deoxy-D-mannose = 1.0 GDP-4-oxo-L-fucose	1.0 CHEBI:13329 = 1.0 CHEBI:21155	{'gdpddman', 'gdpofuc'}	wcaG	P32055
GPDDA4	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	Glycerophospholipid Metabolism	1.0 g3pg_c + 1.0 h2o_c = 1.0 glyc3p_c + 1.0 glyc_c + 1.0 h_c	1.0 Glycerophosphoglycerol + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 1.0 Glycerol + 1.0 H+	1.0 CHEBI:61933 + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 1.0 CHEBI:5448 + 1.0 CHEBI:5584	{'h2o', 'glyc3p', 'glyc', 'g3pg', 'h'}	ugpQ	P10908
LPLIPAL2ATG120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)	Glycerophospholipid Metabolism	1.0 2agpg120_c + 1.0 pg120_c = 1.0 apg120_c + 1.0 g3pg_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + 1.0 Phosphatidylglycerol (didodecanoyl, n-C12:0) = 1.0 Acyl phosphatidylglycerol (n-C12:0) + 1.0 Glycerophosphoglycerol	1.0 Unknown + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:61933	{'g3pg', '2agpg120', 'apg120', 'pg120'}	pldB	P07000
PLIPA1E140pp	Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pe140_p = 1.0 2agpe140_p + 1.0 h_p + 1.0 ttdca_p	1.0 H2O H2O + 1.0 Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + 1.0 H+ + 1.0 Tetradecanoate (n-C14:0)	1.0 CHEBI:13352 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 Unknown	{'ttdca', 'h2o', 'pe140', '2agpe140', 'h'}	pldA	P0A921
LPLIPAL2E140	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	Glycerophospholipid Metabolism	1.0 2agpe140_c + 1.0 h2o_c = 1.0 g3pe_c + 1.0 h_c + 1.0 ttdca_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + 1.0 H2O H2O = 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H+ + 1.0 Tetradecanoate (n-C14:0)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:57952 + 1.0 CHEBI:5584 + 1.0 Unknown	{'ttdca', 'h2o', 'g3pe', '2agpe140', 'h'}	pldB	P07000
PLIPA1E160pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pe160_p = 1.0 2agpe160_p + 1.0 h_p + 1.0 hdca_p	1.0 H2O H2O + 1.0 Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + 1.0 H+ + 1.0 Hexadecanoate (n-C16:0)	1.0 CHEBI:13352 + 1.0 CHEBI:73005 = 1.0 CHEBI:131743 + 1.0 CHEBI:5584 + 1.0 CHEBI:7896	{'hdca', 'h2o', '2agpe160', 'pe160', 'h'}	pldA	P0A921
GALKr	Galactokinase	Alternate Carbon Metabolism	1.0 atp_c + 1.0 gal_c = 1.0 adp_c + 1.0 gal1p_c + 1.0 h_c	1.0 ATP C10H12N5O13P3 + 1.0 D-Galactose = 1.0 ADP C10H12N5O10P2 + 1.0 Alpha-D-Galactose 1-phosphate + 1.0 H+	1.0 CHEBI:15422 + 1.0 CHEBI:12936 = 1.0 CHEBI:2342 + 1.0 CHEBI:42878 + 1.0 CHEBI:5584	{'atp', 'gal', 'adp', 'gal1p', 'h'}	galK	P0A6T3
PLIPA1E161pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pe161_p = 1.0 2agpe161_p + 1.0 h_p + 1.0 hdcea_p	1.0 H2O H2O + 1.0 Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + 1.0 H+ + 1.0 Hexadecenoate (n-C16:1)	1.0 CHEBI:13352 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 Unknown	{'hdcea', 'h2o', '2agpe161', 'pe161', 'h'}	pldA	P0A921
AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	Cell Envelope Biosynthesis	1.0 ACP_c + 1.0 atp_c + 1.0 dca_c = 1.0 amp_c + 1.0 dcaACP_c + 1.0 ppi_c	1.0 Acyl carrier protein + 1.0 ATP C10H12N5O13P3 + 1.0 Decanoate (n-C10:0) = 1.0 AMP C10H12N5O7P + 1.0 Decanoyl-ACP (n-C10:0ACP) + 1.0 Diphosphate	1.0 CHEBI:14405 + 1.0 CHEBI:15422 + 1.0 Unknown = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 CHEBI:45212	{'atp', 'dcaACP', 'ACP', 'ppi', 'dca', 'amp'}	acpP, aas	P0A6A8, P31119
AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	Cell Envelope Biosynthesis	1.0 ACP_c + 1.0 atp_c + 1.0 octa_c = 1.0 amp_c + 1.0 ocACP_c + 1.0 ppi_c	1.0 Acyl carrier protein + 1.0 ATP C10H12N5O13P3 + 1.0 Octanoate (n-C8:0) = 1.0 AMP C10H12N5O7P + 1.0 Octanoyl-ACP (n-C8:0ACP) + 1.0 Diphosphate	1.0 CHEBI:14405 + 1.0 CHEBI:15422 + 1.0 CHEBI:25648 = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 CHEBI:45212	{'atp', 'ACP', 'ppi', 'ocACP', 'octa', 'amp'}	acpP, aas	P0A6A8, P31119
LPLIPAL2E180	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)	Glycerophospholipid Metabolism	1.0 2agpe180_c + 1.0 h2o_c = 1.0 g3pe_c + 1.0 h_c + 1.0 ocdca_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + 1.0 H2O H2O = 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H+ + 1.0 Octadecanoate (n-C18:0)	1.0 CHEBI:133144 + 1.0 CHEBI:13352 = 1.0 CHEBI:57952 + 1.0 CHEBI:5584 + 1.0 CHEBI:25631	{'h2o', '2agpe180', 'g3pe', 'ocdca', 'h'}	pldB	P07000
LPLIPAL2G161	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)	Glycerophospholipid Metabolism	1.0 2agpg161_c + 1.0 h2o_c = 1.0 g3pg_c + 1.0 h_c + 1.0 hdcea_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + 1.0 H2O H2O = 1.0 Glycerophosphoglycerol + 1.0 H+ + 1.0 Hexadecenoate (n-C16:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:61933 + 1.0 CHEBI:5584 + 1.0 Unknown	{'hdcea', '2agpg161', 'h2o', 'g3pg', 'h'}	pldB	P07000
LPLIPAL2G181	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	Glycerophospholipid Metabolism	1.0 2agpg181_c + 1.0 h2o_c = 1.0 g3pg_c + 1.0 h_c + 1.0 ocdcea_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + 1.0 H2O H2O = 1.0 Glycerophosphoglycerol + 1.0 H+ + 1.0 Octadecenoate (n-C18:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:61933 + 1.0 CHEBI:5584 + 1.0 CHEBI:30823	{'ocdcea', 'h2o', '2agpg181', 'g3pg', 'h'}	pldB	P07000
HXCT	Acetyl-CoA:hexanoate-CoA transferase	Alternate Carbon Metabolism	1.0 accoa_c + 1.0 hxa_c = 1.0 ac_c + 1.0 hxcoa_c	1.0 Acetyl-CoA + 1.0 Hexanoate (n-C6:0) = 1.0 Acetate + 1.0 Hexanoyl-CoA (n-C6:0CoA)	1.0 CHEBI:57288 + 1.0 CHEBI:14398 = 1.0 CHEBI:13704 + 1.0 Unknown	{'hxa', 'hxcoa', 'accoa', 'ac'}	atoA, atoD	P76459, P76458
AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	Cell Envelope Biosynthesis	1.0 ACP_c + 1.0 atp_c + 1.0 ocdca_c = 1.0 amp_c + 1.0 ocdcaACP_c + 1.0 ppi_c	1.0 Acyl carrier protein + 1.0 ATP C10H12N5O13P3 + 1.0 Octadecanoate (n-C18:0) = 1.0 AMP C10H12N5O7P + 1.0 Octadecanoyl-ACP (n-C18:0ACP) + 1.0 Diphosphate	1.0 CHEBI:14405 + 1.0 CHEBI:15422 + 1.0 CHEBI:25631 = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 CHEBI:45212	{'atp', 'ACP', 'ppi', 'ocdcaACP', 'amp', 'ocdca'}	acpP, aas	P0A6A8, P31119
2AGPEAT160	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)	Glycerophospholipid Metabolism	1.0 2agpe160_c + 1.0 atp_c + 1.0 hdca_c = 1.0 amp_c + 1.0 pe160_c + 1.0 ppi_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + 1.0 ATP C10H12N5O13P3 + 1.0 Hexadecanoate (n-C16:0) = 1.0 AMP C10H12N5O7P + 1.0 Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + 1.0 Diphosphate	1.0 CHEBI:131743 + 1.0 CHEBI:15422 + 1.0 CHEBI:7896 = 1.0 CHEBI:13736 + 1.0 CHEBI:73005 + 1.0 CHEBI:45212	{'atp', 'hdca', 'ppi', '2agpe160', 'pe160', 'amp'}	aas	P31119
AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	Cell Envelope Biosynthesis	1.0 ACP_c + 1.0 atp_c + 1.0 ddca_c = 1.0 amp_c + 1.0 ddcaACP_c + 1.0 ppi_c	1.0 Acyl carrier protein + 1.0 ATP C10H12N5O13P3 + 1.0 Dodecanoate (n-C12:0) = 1.0 AMP C10H12N5O7P + 1.0 Dodecanoyl-ACP (n-C12:0ACP) + 1.0 Diphosphate	1.0 CHEBI:14405 + 1.0 CHEBI:15422 + 1.0 Unknown = 1.0 CHEBI:13736 + 1.0 Unknown + 1.0 CHEBI:45212	{'atp', 'ACP', 'ppi', 'ddcaACP', 'ddca', 'amp'}	acpP, aas	P0A6A8, P31119
PANTS	Pantothenate synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 ala_B_c + 1.0 atp_c + 1.0 pant__R_c = 1.0 amp_c + 1.0 h_c + 1.0 pnto__R_c + 1.0 ppi_c	1.0 Beta-Alanine + 1.0 ATP C10H12N5O13P3 + 1.0 (R)-Pantoate = 1.0 AMP C10H12N5O7P + 1.0 H+ + 1.0 (R)-Pantothenate + 1.0 Diphosphate	1.0 CHEBI:12389 + 1.0 CHEBI:15422 + 1.0 CHEBI:18696 = 1.0 CHEBI:13736 + 1.0 CHEBI:5584 + 1.0 CHEBI:29032 + 1.0 CHEBI:45212	{'atp', 'amp', 'ppi', 'pnto__R', 'pant__R', 'ala_B', 'h'}	panC	P31663
DURADx	Dihydrouracil dehydrogenase (NAD)	Nucleotide Salvage Pathway	1.0 56dura_c + 1.0 nad_c = 1.0 h_c + 1.0 nadh_c + 1.0 ura_c	1.0 5,6-dihydrouracil + 1.0 Nicotinamide adenine dinucleotide = 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 Uracil	1.0 CHEBI:19360 + 1.0 CHEBI:7422 = 1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:27210	{'56dura', 'ura', 'nad', 'nadh', 'h'}	preA, preT	P25889, P76440
ECOAH7	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	Membrane Lipid Metabolism	1.0 3hhdcoa_c = 1.0 h2o_c + 1.0 hdd2coa_c	1.0 (S)-3-Hydroxyhexadecanoyl-CoA = 1.0 H2O H2O + 1.0 Trans-Hexadec-2-enoyl-CoA	1.0 CHEBI:397 = 1.0 CHEBI:13352 + 1.0 CHEBI:27047	{'hdd2coa', 'h2o', '3hhdcoa'}	fadJ, fadB	P77399, P21177
G1PPpp	Glucose-1-phosphatase	Glycolysis/Gluconeogenesis	1.0 g1p_p + 1.0 h2o_p = 1.0 glc__D_p + 1.0 pi_p	1.0 D-Glucose 1-phosphate + 1.0 H2O H2O = 1.0 D-Glucose + 1.0 Phosphate	1.0 CHEBI:10246 + 1.0 CHEBI:13352 = 1.0 CHEBI:12965 + 1.0 CHEBI:26078	{'pi', 'glc__D', 'g1p', 'h2o'}	agp, phoA	P19926, P00634
GALCTND	Galactonate dehydratase	Alternate Carbon Metabolism	1.0 galctn__D_c = 1.0 2dh3dgal_c + 1.0 h2o_c	1.0 D-Galactonate = 1.0 2-Dehydro-3-deoxy-D-galactonate + 1.0 H2O H2O	1.0 CHEBI:12931 = 1.0 CHEBI:1056 + 1.0 CHEBI:13352	{'2dh3dgal', 'galctn__D', 'h2o'}	dgoD	Q6BF17
GCALDD	Glycolaldehyde dehydrogenase	Folate Metabolism	1.0 gcald_c + 1.0 h2o_c + 1.0 nad_c = 1.0 glyclt_c + 2.0 h_c + 1.0 nadh_c	1.0 Glycolaldehyde + 1.0 H2O H2O + 1.0 Nicotinamide adenine dinucleotide = 1.0 Glycolate C2H3O3 + 2.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced	1.0 CHEBI:17071 + 1.0 CHEBI:13352 + 1.0 CHEBI:7422 = 1.0 CHEBI:24388 + 2.0 CHEBI:5584 + 1.0 CHEBI:13395	{'glyclt', 'h2o', 'gcald', 'nad', 'nadh', 'h'}	aldA	P25553
HISTP	Histidinol-phosphatase	Histidine Metabolism	1.0 h2o_c + 1.0 hisp_c = 1.0 histd_c + 1.0 pi_c	1.0 H2O H2O + 1.0 L-Histidinol phosphate = 1.0 L-Histidinol + 1.0 Phosphate	1.0 CHEBI:13352 + 1.0 CHEBI:16996 = 1.0 CHEBI:13118 + 1.0 CHEBI:26078	{'histd', 'pi', 'hisp', 'h2o'}	hisB	P06987
QMO2	Quinol monooxygenase (Ubiquinol-8)	Oxidative Phosphorylation	2.0 o2_c + 1.0 q8h2_c = 2.0 h_c + 2.0 o2s_c + 1.0 q8_c	2.0 O2 O2 + 1.0 Ubiquinol-8 = 2.0 H+ + 2.0 Superoxide anion + 1.0 Ubiquinone-8	2.0 CHEBI:7860 + 1.0 CHEBI:61682 = 2.0 CHEBI:5584 + 2.0 CHEBI:25935 + 1.0 CHEBI:61683	{'q8', 'o2', 'q8h2', 'o2s', 'h'}	ygiN	P0ADU2
QMO3	Quinol monooxygenase (menaquinol 8)	Oxidative Phosphorylation	1.0 mql8_c + 2.0 o2_c = 2.0 h_c + 1.0 mqn8_c + 2.0 o2s_c	1.0 Menaquinol 8 + 2.0 O2 O2 = 2.0 H+ + 1.0 Menaquinone 8 + 2.0 Superoxide anion	1.0 CHEBI:61684 + 2.0 CHEBI:7860 = 2.0 CHEBI:5584 + 1.0 CHEBI:44027 + 2.0 CHEBI:25935	{'mqn8', 'o2', 'mql8', 'o2s', 'h'}	ygiN	P0ADU2
LPLIPAL2E141	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	Glycerophospholipid Metabolism	1.0 2agpe141_c + 1.0 h2o_c = 1.0 g3pe_c + 1.0 h_c + 1.0 ttdcea_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + 1.0 H2O H2O = 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H+ + 1.0 Tetradecenoate (n-C14:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:57952 + 1.0 CHEBI:5584 + 1.0 Unknown	{'ttdcea', 'h2o', '2agpe141', 'g3pe', 'h'}	pldB	P07000
LPLIPAL2E161	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	Glycerophospholipid Metabolism	1.0 2agpe161_c + 1.0 h2o_c = 1.0 g3pe_c + 1.0 h_c + 1.0 hdcea_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + 1.0 H2O H2O = 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H+ + 1.0 Hexadecenoate (n-C16:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:57952 + 1.0 CHEBI:5584 + 1.0 Unknown	{'hdcea', 'h2o', '2agpe161', 'g3pe', 'h'}	pldB	P07000
LDH_D	D-lactate dehydrogenase	Pyruvate Metabolism	1.0 lac__D_c + 1.0 nad_c = 1.0 h_c + 1.0 nadh_c + 1.0 pyr_c	1.0 D-Lactate + 1.0 Nicotinamide adenine dinucleotide = 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 Pyruvate	1.0 CHEBI:16004 + 1.0 CHEBI:7422 = 1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:26462	{'lac__D', 'pyr', 'nad', 'nadh', 'h'}	ldhA	P52643
AMALT4	Amylomaltase (maltohexaose)	Alternate Carbon Metabolism	1.0 malt_c + 1.0 malthx_c = 1.0 glc__D_c + 1.0 malthp_c	1.0 Maltose C12H22O11 + 1.0 Maltohexaose = 1.0 D-Glucose + 1.0 Maltoheptaose	1.0 CHEBI:6668 + 1.0 CHEBI:61953 = 1.0 CHEBI:12965 + 1.0 CHEBI:62010	{'malthp', 'malthx', 'glc__D', 'malt'}	malQ	P15977
NTD11	5'-nucleotidase (IMP)	Nucleotide Salvage Pathway	1.0 h2o_c + 1.0 imp_c = 1.0 ins_c + 1.0 pi_c	1.0 H2O H2O + 1.0 IMP C10H11N4O8P = 1.0 Inosine + 1.0 Phosphate	1.0 CHEBI:13352 + 1.0 CHEBI:43524 = 1.0 CHEBI:17596 + 1.0 CHEBI:26078	{'imp', 'pi', 'ins', 'h2o'}	umpG, yrfG	P0A840, P64636
LPLIPAL2E181	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)	Glycerophospholipid Metabolism	1.0 2agpe181_c + 1.0 h2o_c = 1.0 g3pe_c + 1.0 h_c + 1.0 ocdcea_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + 1.0 H2O H2O = 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H+ + 1.0 Octadecenoate (n-C18:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:57952 + 1.0 CHEBI:5584 + 1.0 CHEBI:30823	{'ocdcea', 'h2o', 'g3pe', '2agpe181', 'h'}	pldB	P07000
YUMPS	YUMP synthetase	Purine and Pyrimidine Biosynthesis	1.0 r5p_c + 1.0 ura_c = 1.0 h2o_c + 1.0 psd5p_c	1.0 Alpha-D-Ribose 5-phosphate + 1.0 Uracil = 1.0 H2O H2O + 1.0 Pseudouridine 5  phosphate C9H11N2O9P	1.0 CHEBI:18189 + 1.0 CHEBI:27210 = 1.0 CHEBI:13352 + 1.0 Unknown	{'psd5p', 'ura', 'r5p', 'h2o'}	psuG	P33025
LPLIPAL2G180	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	Glycerophospholipid Metabolism	1.0 2agpg180_c + 1.0 h2o_c = 1.0 g3pg_c + 1.0 h_c + 1.0 ocdca_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + 1.0 H2O H2O = 1.0 Glycerophosphoglycerol + 1.0 H+ + 1.0 Octadecanoate (n-C18:0)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:61933 + 1.0 CHEBI:5584 + 1.0 CHEBI:25631	{'h2o', 'g3pg', '2agpg180', 'ocdca', 'h'}	pldB	P07000
LPLIPAL2G141	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	Glycerophospholipid Metabolism	1.0 2agpg141_c + 1.0 h2o_c = 1.0 g3pg_c + 1.0 h_c + 1.0 ttdcea_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + 1.0 H2O H2O = 1.0 Glycerophosphoglycerol + 1.0 H+ + 1.0 Tetradecenoate (n-C14:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:61933 + 1.0 CHEBI:5584 + 1.0 Unknown	{'ttdcea', 'h2o', '2agpg141', 'g3pg', 'h'}	pldB	P07000
IPDDI	Isopentenyl-diphosphate D-isomerase	Cofactor and Prosthetic Group Biosynthesis	1.0 ipdp_c = 1.0 dmpp_c	1.0 Isopentenyl diphosphate = 1.0 Dimethylallyl diphosphate	1.0 CHEBI:128769 = 1.0 CHEBI:14883	{'dmpp', 'ipdp'}	idi	Q46822
ORNDC	Ornithine Decarboxylase	Arginine and Proline Metabolism	1.0 h_c + 1.0 orn_c = 1.0 co2_c + 1.0 ptrc_c	1.0 H+ + 1.0 Ornithine = 1.0 CO2 CO2 + 1.0 Putrescine	1.0 CHEBI:5584 + 1.0 CHEBI:21367 = 1.0 CHEBI:23011 + 1.0 CHEBI:8650	{'h', 'orn', 'ptrc', 'co2'}	speC, speF	P21169, P24169
UPP3MT	Uroporphyrinogen methyltransferase	Cofactor and Prosthetic Group Biosynthesis	2.0 amet_c + 1.0 uppg3_c = 2.0 ahcys_c + 1.0 dscl_c + 1.0 h_c	2.0 S-Adenosyl-L-methionine + 1.0 Uroporphyrinogen III = 2.0 S-Adenosyl-L-homocysteine + 1.0 Dihydrosirohydrochlorin + 1.0 H+	2.0 CHEBI:33442 + 1.0 CHEBI:15437 = 2.0 CHEBI:12741 + 1.0 CHEBI:58827 + 1.0 CHEBI:5584	{'uppg3', 'amet', 'dscl', 'ahcys', 'h'}	cysG	P0AEA8
KAS15	Beta-ketoacyl-ACP synthase (2)	Membrane Lipid Metabolism	1.0 accoa_c + 1.0 h_c + 1.0 malACP_c = 1.0 actACP_c + 1.0 co2_c + 1.0 coa_c	1.0 Acetyl-CoA + 1.0 H+ + 1.0 Malonyl-[acyl-carrier protein] = 1.0 Acetoacetyl-ACP + 1.0 CO2 CO2 + 1.0 Coenzyme A	1.0 CHEBI:57288 + 1.0 CHEBI:5584 + 1.0 CHEBI:6662 = 1.0 CHEBI:2393 + 1.0 CHEBI:23011 + 1.0 CHEBI:41631	{'malACP', 'coa', 'accoa', 'co2', 'actACP', 'h'}	fabH	P0A6R0
