Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
DGMPtex	DGMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dgmp_e = 1.0 dgmp_p	1.0 DGMP C10H12N5O7P = 1.0 DGMP C10H12N5O7P	1.0 CHEBI:57673 = 1.0 CHEBI:57673	{'dgmp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
DTMPtex	DTMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dtmp_e = 1.0 dtmp_p	1.0 DTMP C10H13N2O8P = 1.0 DTMP C10H13N2O8P	1.0 CHEBI:47711 = 1.0 CHEBI:47711	{'dtmp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ACSERtpp	O-Acetyl-L-serine export via facilitated transport	Transport, Inner Membrane	1.0 acser_c = 1.0 acser_p	1.0 O-Acetyl-L-serine = 1.0 O-Acetyl-L-serine	1.0 CHEBI:44568 = 1.0 CHEBI:44568	{'acser'}	eamB, eamA	P38101, P31125
ACSERtex	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 acser_e = 1.0 acser_p	1.0 O-Acetyl-L-serine = 1.0 O-Acetyl-L-serine	1.0 CHEBI:44568 = 1.0 CHEBI:44568	{'acser'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
2AGPE120tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe120_p = 1.0 2agpe120_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	1.0 Unknown = 1.0 Unknown	{'2agpe120'}	lplT	P39196
G3PGabcpp	Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 g3pg_p + 1.0 h2o_c = 1.0 adp_c + 1.0 g3pg_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Glycerophosphoglycerol + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Glycerophosphoglycerol + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:61933 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:61933 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'g3pg', 'h2o', 'adp'}	ugpC, ugpE, ugpB, ugpA	P10907, P10906, P0AG80, P10905
G3PIabcpp	Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 g3pi_p + 1.0 h2o_c = 1.0 adp_c + 1.0 g3pi_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Sn-Glycero-3-phospho-1-inositol + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Sn-Glycero-3-phospho-1-inositol + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:26695 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:26695 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'g3pi', 'h2o', 'adp'}	ugpC, ugpE, ugpB, ugpA	P10907, P10906, P0AG80, P10905
G3PSabcpp	Sn-glycerol-3-phosphoserine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 g3ps_p + 1.0 h2o_c = 1.0 adp_c + 1.0 g3ps_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Glycerophosphoserine + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Glycerophosphoserine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:64765 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:64765 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'g3ps', 'atp', 'pi', 'h', 'h2o', 'adp'}	ugpC, ugpE, ugpB, ugpA	P10907, P10906, P0AG80, P10905
2AGPA120tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2ddecg3p_p = 1.0 2ddecg3p_c	1.0 2-dodecanoyl-sn-glycerol 3-phosphate = 1.0 2-dodecanoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2ddecg3p'}	lplT	P39196
2AGPG180tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg180_p = 1.0 2agpg180_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	1.0 Unknown = 1.0 Unknown	{'2agpg180'}	lplT	P39196
ALAALAtex	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 alaala_e = 1.0 alaala_p	1.0 D-Alanyl-D-alanine = 1.0 D-Alanyl-D-alanine	1.0 CHEBI:13749 = 1.0 CHEBI:13749	{'alaala'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg141_p = 1.0 2agpg141_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	1.0 Unknown = 1.0 Unknown	{'2agpg141'}	lplT	P39196
2AGPG161tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg161_p = 1.0 2agpg161_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)	1.0 Unknown = 1.0 Unknown	{'2agpg161'}	lplT	P39196
2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg181_p = 1.0 2agpg181_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	1.0 Unknown = 1.0 Unknown	{'2agpg181'}	lplT	P39196
PG161abcpp	Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pg161_c = 1.0 adp_c + 1.0 h_c + 1.0 pg161_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'pg161', 'adp'}	msbA	P60752
PGP120abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp120_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp120_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (didodecanoyl, n-C12:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pgp120', 'h2o', 'adp'}	msbA	P60752
MALtex	Malate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 mal__L_e = 1.0 mal__L_p	1.0 L-Malate = 1.0 L-Malate	1.0 CHEBI:15589 = 1.0 CHEBI:15589	{'mal__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
NO3tex	Nitrate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 no3_e = 1.0 no3_p	1.0 Nitrate = 1.0 Nitrate	1.0 CHEBI:44487 = 1.0 CHEBI:44487	{'no3'}	ompN, phoE, ompF, ompC	P77747, P02932, P02931, P06996
PGP161abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp161_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp161_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'pgp161', 'adp'}	msbA	P60752
PGP181abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp181_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp181_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'pgp181', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
PA120abcpp	Phosphatidate transport via ABC system (n-C12:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa120_c = 1.0 adp_c + 1.0 h_c + 1.0 pa120_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-didodecanoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-didodecanoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pa120', 'h2o', 'adp'}	msbA	P60752
URAt2pp	Uracil transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 ura_p = 1.0 h_c + 1.0 ura_c	1.0 H+ + 1.0 Uracil = 1.0 H+ + 1.0 Uracil	1.0 CHEBI:5584 + 1.0 CHEBI:27210 = 1.0 CHEBI:5584 + 1.0 CHEBI:27210	{'h', 'ura'}	uraA, rutG	P0AGM7, P75892
TTDCEAtexi	Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 ttdcea_e = 1.0 ttdcea_p	1.0 Tetradecenoate (n-C14:1) = 1.0 Tetradecenoate (n-C14:1)	1.0 Unknown = 1.0 Unknown	{'ttdcea'}	fadL	P10384
HDCEAtexi	Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 hdcea_e = 1.0 hdcea_p	1.0 Hexadecenoate (n-C16:1) = 1.0 Hexadecenoate (n-C16:1)	1.0 Unknown = 1.0 Unknown	{'hdcea'}	fadL	P10384
PA160abcpp	Phosphatidate transport via ABC system (n-C16:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa160_c = 1.0 adp_c + 1.0 h_c + 1.0 pa160_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-dihexadecanoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-dihexadecanoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:72859 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:72859 + 1.0 CHEBI:26078	{'pa160', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
ALAALAabcpp	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 alaala_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 alaala_c + 1.0 h_c + 1.0 pi_c	1.0 D-Alanyl-D-alanine + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 D-Alanyl-D-alanine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:13749 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:13749 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'adp', 'h2o', 'alaala'}	dppA, dppC, dppB, dppF, dppD, ddpA, ddpB, ddpF, ddpC, ddpD	P23847, P0AEG1, P0AEF8, P37313, P0AAG0, P76128, P77308, P77622, P77463, P77268
HEXt2rpp	Hexanoate transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 hxa_p = 1.0 h_c + 1.0 hxa_c	1.0 H+ + 1.0 Hexanoate (n-C6:0) = 1.0 H+ + 1.0 Hexanoate (n-C6:0)	1.0 CHEBI:5584 + 1.0 CHEBI:14398 = 1.0 CHEBI:5584 + 1.0 CHEBI:14398	{'hxa', 'h'}	atoE	P76460
G3PEabcpp	Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 g3pe_p + 1.0 h2o_c = 1.0 adp_c + 1.0 g3pe_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Sn-Glycero-3-phosphoethanolamine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:57952 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:57952 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'g3pe', 'atp', 'pi', 'h', 'h2o', 'adp'}	ugpC, ugpE, ugpB, ugpA	P10907, P10906, P0AG80, P10905
G3PCabcpp	Sn-glycerol-3-phosphocholine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 g3pc_p + 1.0 h2o_c = 1.0 adp_c + 1.0 g3pc_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Sn-Glycero-3-phosphocholine + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Sn-Glycero-3-phosphocholine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:55397 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:55397 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'g3pc', 'atp', 'pi', 'h', 'h2o', 'adp'}	ugpC, ugpE, ugpB, ugpA	P10907, P10906, P0AG80, P10905
PA181abcpp	Phosphatidate transport via ABC system (n-C18:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa181_c = 1.0 adp_c + 1.0 h_c + 1.0 pa181_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'pa181', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
12DGR141tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)	Transport, Inner Membrane	1.0 12dgr141_p = 1.0 12dgr141_c	1.0 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1) = 1.0 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)	1.0 Unknown = 1.0 Unknown	{'12dgr141'}	Unknown	Unknown
PROGLYabcpp	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 progly_p = 1.0 adp_c + 1.0 h_c + 1.0 pi_c + 1.0 progly_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 L-Prolinylglycine = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphate + 1.0 L-Prolinylglycine	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:61696 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 CHEBI:61696	{'pi', 'atp', 'h', 'progly', 'h2o', 'adp'}	dppA, dppC, dppF, dppD, dppB	P23847, P0AEG1, P37313, P0AAG0, P0AEF8
GTHRDabcpp	Reduced glutathione via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 gthrd_p + 1.0 h2o_c = 1.0 adp_c + 1.0 gthrd_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Reduced glutathione + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Reduced glutathione + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:43049 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:43049 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'gthrd', 'h2o', 'adp'}	gsiC, gsiB, gsiA, gsiD	P75798, P75797, P75796, P75799
2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg140_p = 1.0 2agpg140_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	1.0 Unknown = 1.0 Unknown	{'2agpg140'}	lplT	P39196
2AGPG160tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg160_p = 1.0 2agpg160_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	1.0 Unknown = 1.0 Unknown	{'2agpg160'}	lplT	P39196
D_LACt2pp	D-lactate transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 lac__D_p = 1.0 h_c + 1.0 lac__D_c	1.0 H+ + 1.0 D-Lactate = 1.0 H+ + 1.0 D-Lactate	1.0 CHEBI:5584 + 1.0 CHEBI:16004 = 1.0 CHEBI:5584 + 1.0 CHEBI:16004	{'h', 'lac__D'}	lldP, glcA	P33231, Q46839
RIBtex	Ribose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 rib__D_e = 1.0 rib__D_p	1.0 D-Ribose = 1.0 D-Ribose	1.0 CHEBI:13011 = 1.0 CHEBI:13011	{'rib__D'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
THMtex	Thiamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 thm_e = 1.0 thm_p	1.0 Thiamin = 1.0 Thiamin	1.0 CHEBI:33283 = 1.0 CHEBI:33283	{'thm'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
XYLUtex	L-xylulose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 xylu__L_e = 1.0 xylu__L_p	1.0 L-Xylulose = 1.0 L-Xylulose	1.0 CHEBI:13190 = 1.0 CHEBI:13190	{'xylu__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ALLtex	Allose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 all__D_e = 1.0 all__D_p	1.0 D-Allose = 1.0 D-Allose	1.0 CHEBI:4093 = 1.0 CHEBI:4093	{'all__D'}	ompF, phoE, ompN, ompC	P02931, P02932, P77747, P06996
PG160abcpp	Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pg160_c = 1.0 adp_c + 1.0 h_c + 1.0 pg160_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerol (dihexadecanoyl, n-C16:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:73205 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:73205 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pg160', 'h2o', 'adp'}	msbA	P60752
FRUpts2pp	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)	Transport, Inner Membrane	1.0 fru_p + 1.0 pep_c = 1.0 f6p_c + 1.0 pyr_c	1.0 D-Fructose + 1.0 Phosphoenolpyruvate = 1.0 D-Fructose 6-phosphate + 1.0 Pyruvate	1.0 CHEBI:47424 + 1.0 CHEBI:18021 = 1.0 CHEBI:16084 + 1.0 CHEBI:26462	{'pyr', 'pep', 'fru', 'f6p'}	manY, manX, ptsI, manZ, ptsH	P69801, P69797, P08839, P69805, P0AA04
PGP140abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp140_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp140_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'adp', 'pgp140'}	msbA	P60752
34dhpactex	Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 34dhpac_e = 1.0 34dhpac_p	1.0 3,4-Dihydroxyphenylacetaldehyde = 1.0 3,4-Dihydroxyphenylacetaldehyde	1.0 CHEBI:19888 = 1.0 CHEBI:19888	{'34dhpac'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
G6Pt6_2pp	Glucose-6-phosphate transport via phosphate antiport (periplasm)	Transport, Inner Membrane	1.0 g6p_p + 2.0 pi_c = 1.0 g6p_c + 2.0 pi_p	1.0 D-Glucose 6-phosphate + 2.0 Phosphate = 1.0 D-Glucose 6-phosphate + 2.0 Phosphate	1.0 CHEBI:61548 + 2.0 CHEBI:26078 = 1.0 CHEBI:61548 + 2.0 CHEBI:26078	{'g6p', 'pi'}	uhpT	P0AGC0
MALTHXtexi	Maltohexaose transport via diffusion (extracellular to periplasm) irreversible	Transport, Outer Membrane	1.0 malthx_e = 1.0 malthx_p	1.0 Maltohexaose = 1.0 Maltohexaose	1.0 CHEBI:61953 = 1.0 CHEBI:61953	{'malthx'}	lamB	P02943
12PPDStpp	(S)-Propane-1,2-diol facilitated transport (periplasm)	Transport, Inner Membrane	1.0 12ppd__S_p = 1.0 12ppd__S_c	1.0 (S)-Propane-1,2-diol = 1.0 (S)-Propane-1,2-diol	1.0 CHEBI:29002 = 1.0 CHEBI:29002	{'12ppd__S'}	Unknown	Unknown
PROtex	L-proline transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 pro__L_e = 1.0 pro__L_p	1.0 L-Proline = 1.0 L-Proline	1.0 CHEBI:26271 = 1.0 CHEBI:26271	{'pro__L'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
FE3HOXUtex	Fe(III)hydroxamate unloaded secretion	Inorganic Ion Transport and Metabolism	1.0 fe3hox_un_c + 1.0 h_p = 1.0 fe3hox_un_p + 1.0 h_c	1.0 Fe(III)hydoxamate, unloaded + 1.0 H+ = 1.0 Fe(III)hydoxamate, unloaded + 1.0 H+	1.0 Unknown + 1.0 CHEBI:5584 = 1.0 Unknown + 1.0 CHEBI:5584	{'fe3hox_un', 'h'}	Unknown	Unknown
FE3DHBZStonex	Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)	Transport, Outer Membrane	1.0 fe3dhbzs_e + 1.0 h_p = 1.0 fe3dhbzs_p + 1.0 h_c	1.0 Ferric 2,3-dihydroxybenzoylserine + 1.0 H+ = 1.0 Ferric 2,3-dihydroxybenzoylserine + 1.0 H+	1.0 Unknown + 1.0 CHEBI:5584 = 1.0 Unknown + 1.0 CHEBI:5584	{'fe3dhbzs', 'h'}	tonB, exbD, exbB, fiu, tonB, exbD, exbB, cirA	P02929, P0ABV2, P0ABU7, P75780, P17315
H2tpp	Hydrogen transport diffusion (periplasm)	Transport, Inner Membrane	1.0 h2_p = 1.0 h2_c	1.0 Hydrogen = 1.0 Hydrogen	1.0 CHEBI:18276 = 1.0 CHEBI:18276	{'h2'}		Unknown
23DAPPAtex	2,3-diaminopropionate transport via diffusion	Transport, Outer Membrane Porin	1.0 23dappa_e = 1.0 23dappa_p	1.0 2,3-diaminopropionate = 1.0 2,3-diaminopropionate	1.0 CHEBI:19309 = 1.0 CHEBI:19309	{'23dappa'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FEOXAMtonex	Ferroxamine transport via ton system (extracellular)	Transport, Outer Membrane	1.0 feoxam_e + 1.0 h_p = 1.0 feoxam_p + 1.0 h_c	1.0 Generic ferrioxamine-Fe-III + 1.0 H+ = 1.0 Generic ferrioxamine-Fe-III + 1.0 H+	1.0 CHEBI:5044 + 1.0 CHEBI:5584 = 1.0 CHEBI:5044 + 1.0 CHEBI:5584	{'feoxam', 'h'}	fhuA, tonB, exbD, exbB	P06971, P02929, P0ABV2, P0ABU7
